MODEL_NAME:  convbbt
Start time:  2023-10-20 09:46:27.138696
Loading data...
Data loaded.
Device:  cuda
Max Epochs:  200
Early Stopping Reference Size:  5
Epoch 001: | Loss: 1.65484
Estimated time: 0:26:25.105800
Estimated finish: 2023-10-20 10:13:02.447614
Epoch 002: | Loss: 1.65535
Epoch 003: | Loss: 1.64128
Epoch 004: | Loss: 1.39089
Epoch 005: | Loss: 1.39219
Epoch 006: | Loss: 1.37971
Epoch 007: | Loss: 1.37383
Epoch 008: | Loss: 1.37241
Epoch 009: | Loss: 1.37619
Epoch 010: | Loss: 1.36993
Epoch 011: | Loss: 1.37237
Epoch 012: | Loss: 1.37734
Epoch 013: | Loss: 1.38371
Epoch 014: | Loss: 1.37197
Epoch 015: | Loss: 1.37125
Epoch 016: | Loss: 1.37174
Epoch 017: | Loss: 1.38499
Epoch 018: | Loss: 1.39921
Epoch 019: | Loss: 1.36968
Epoch 020: | Loss: 1.37005
Epoch 021: | Loss: 1.36882
Epoch 022: | Loss: 1.40966
Epoch 023: | Loss: 1.37002
Epoch 024: | Loss: 1.37236
Epoch 025: | Loss: 1.38514
Epoch 026: | Loss: 1.36631
Epoch 027: | Loss: 1.36345
Epoch 028: | Loss: 1.36635
Epoch 029: | Loss: 1.38918
Epoch 030: | Loss: 1.64003
Epoch 031: | Loss: 1.38093
Epoch 032: | Loss: 1.38155
Epoch 033: | Loss: 1.37110
Epoch 034: | Loss: 1.38865
Epoch 035: | Loss: 1.39269
Epoch 036: | Loss: 1.38135
Epoch 037: | Loss: 1.37342
Epoch 038: | Loss: 1.37081
Epoch 039: | Loss: 1.37202
Epoch 040: | Loss: 1.36922
Epoch 041: | Loss: 1.37013
Epoch 042: | Loss: 1.37130
Epoch 043: | Loss: 1.36615
Epoch 044: | Loss: 1.36848
Epoch 045: | Loss: 1.37353
Epoch 046: | Loss: 1.37355
Epoch 047: | Loss: 1.36742
Epoch 048: | Loss: 1.37016
Epoch 049: | Loss: 1.36968
Epoch 050: | Loss: 1.36438
Epoch 051: | Loss: 1.36578
Epoch 052: | Loss: 1.36507
Epoch 053: | Loss: 1.37103
Epoch 054: | Loss: 1.35960
Epoch 055: | Loss: 1.34831
Epoch 056: | Loss: 1.30632
Epoch 057: | Loss: 1.28417
Epoch 058: | Loss: 1.26881
Epoch 059: | Loss: 1.27023
Epoch 060: | Loss: 1.26798
Epoch 061: | Loss: 1.27065
Epoch 062: | Loss: 1.27008
Epoch 063: | Loss: 1.27320
Epoch 064: | Loss: 1.26902
Epoch 065: | Loss: 1.27101
Epoch 066: | Loss: 1.26637
Epoch 067: | Loss: 1.26339
Epoch 068: | Loss: 1.26558
Epoch 069: | Loss: 1.26677
Epoch 070: | Loss: 1.26521
Epoch 071: | Loss: 1.26529
Epoch 072: | Loss: 1.27130
Epoch 073: | Loss: 1.26607
Epoch 074: | Loss: 1.26370
Epoch 075: | Loss: 1.26901
Epoch 076: | Loss: 1.26431
Epoch 077: | Loss: 1.27043
Epoch 078: | Loss: 1.28851
Epoch 079: | Loss: 1.27301
Epoch 080: | Loss: 1.26832
Epoch 081: | Loss: 1.26610
Epoch 082: | Loss: 1.26628
Epoch 083: | Loss: 1.26633
Epoch 084: | Loss: 1.26969
Epoch 085: | Loss: 1.26330
Epoch 086: | Loss: 1.26391
Epoch 087: | Loss: 1.26243
Epoch 088: | Loss: 1.27002
Epoch 089: | Loss: 1.27190
Epoch 090: | Loss: 1.27065
Epoch 091: | Loss: 1.26556
Epoch 092: | Loss: 1.26718
Epoch 093: | Loss: 1.26614
Epoch 094: | Loss: 1.27067
Epoch 095: | Loss: 1.26515
Epoch 096: | Loss: 1.25914
Epoch 097: | Loss: 1.26442
Epoch 098: | Loss: 1.26747
Epoch 099: | Loss: 1.26615
Epoch 100: | Loss: 1.26763
Epoch 101: | Loss: 1.26805
Epoch 102: | Loss: 1.26412
Epoch 103: | Loss: 1.26511
Epoch 104: | Loss: 1.26312
Epoch 105: | Loss: 1.25792
Epoch 106: | Loss: 1.24532
Epoch 107: | Loss: 1.24076
Epoch 108: | Loss: 1.24531
Epoch 109: | Loss: 1.25077
Epoch 110: | Loss: 1.24691
Epoch 111: | Loss: 1.23865
Epoch 112: | Loss: 1.23456
Epoch 113: | Loss: 1.23397
Epoch 114: | Loss: 1.23117
Epoch 115: | Loss: 1.22988
Epoch 116: | Loss: 1.22776
Epoch 117: | Loss: 1.23494
Epoch 118: | Loss: 1.23382
Epoch 119: | Loss: 1.24639
Epoch 120: | Loss: 1.24381
Epoch 121: | Loss: 1.23192
Epoch 122: | Loss: 1.22867
Epoch 123: | Loss: 1.22648
Epoch 124: | Loss: 1.22559
Epoch 125: | Loss: 1.22721
Epoch 126: | Loss: 1.22814
Epoch 127: | Loss: 1.22398
Epoch 128: | Loss: 1.22195
Epoch 129: | Loss: 1.22108
Epoch 130: | Loss: 1.22316
Epoch 131: | Loss: 1.22121
Epoch 132: | Loss: 1.22779
Epoch 133: | Loss: 1.21855
Epoch 134: | Loss: 1.21690
Epoch 135: | Loss: 1.22635
Epoch 136: | Loss: 1.22558
Epoch 137: | Loss: 1.22003
Epoch 138: | Loss: 1.22376
Epoch 139: | Loss: 1.22382
Epoch 140: | Loss: 1.21900
Epoch 141: | Loss: 1.21598
Epoch 142: | Loss: 1.21445
Epoch 143: | Loss: 1.21634
Epoch 144: | Loss: 1.21358
Epoch 145: | Loss: 1.21607
Epoch 146: | Loss: 1.21277
Epoch 147: | Loss: 1.21466
Epoch 148: | Loss: 1.21201
Epoch 149: | Loss: 1.21203
Epoch 150: | Loss: 1.21479
Epoch 151: | Loss: 1.21464
Epoch 152: | Loss: 1.21755
Epoch 153: | Loss: 1.21534
Epoch 154: | Loss: 1.21168
Epoch 155: | Loss: 1.21909
Epoch 156: | Loss: 1.21825
Epoch 157: | Loss: 1.21273
Epoch 158: | Loss: 1.21438
Epoch 159: | Loss: 1.21238
Epoch 160: | Loss: 1.20891
Epoch 161: | Loss: 1.21107
Epoch 162: | Loss: 1.20957
Epoch 163: | Loss: 1.21175
Epoch 164: | Loss: 1.22470
Epoch 165: | Loss: 1.23067
Epoch 166: | Loss: 1.22078
Epoch 167: | Loss: 1.21738
Epoch 168: | Loss: 1.22033
Epoch 169: | Loss: 1.21879
Epoch 170: | Loss: 1.21531
Epoch 171: | Loss: 1.22017
Epoch 172: | Loss: 1.20840
Epoch 173: | Loss: 1.21028
Epoch 174: | Loss: 1.20977
Epoch 175: | Loss: 1.20995
Epoch 176: | Loss: 1.21162
Epoch 177: | Loss: 1.21385
Epoch 178: | Loss: 1.21452
Epoch 179: | Loss: 1.21517
early stopping at epoch 180 with loss 1.21119
Model's state_dict:
pos_embedding 	 torch.Size([1, 26, 1024])
cls_token 	 torch.Size([1024])
convbackbone.input_proj.0.weight 	 torch.Size([25, 3, 1])
convbackbone.input_proj.0.bias 	 torch.Size([25])
convbackbone.input_proj.2.weight 	 torch.Size([25, 25, 1])
convbackbone.input_proj.2.bias 	 torch.Size([25])
convbackbone.input_proj.4.weight 	 torch.Size([25, 25, 1])
convbackbone.input_proj.4.bias 	 torch.Size([25])
convbackbone.input_proj.6.weight 	 torch.Size([25, 25, 1])
convbackbone.input_proj.6.bias 	 torch.Size([25])
to_embedding.weight 	 torch.Size([1024, 80])
transformer.layers.0.0.norm.weight 	 torch.Size([1024])
transformer.layers.0.0.norm.bias 	 torch.Size([1024])
transformer.layers.0.0.fn.to_qkv.weight 	 torch.Size([1536, 1024])
transformer.layers.0.0.fn.to_out.0.weight 	 torch.Size([1024, 512])
transformer.layers.0.0.fn.to_out.0.bias 	 torch.Size([1024])
transformer.layers.0.1.norm.weight 	 torch.Size([1024])
transformer.layers.0.1.norm.bias 	 torch.Size([1024])
transformer.layers.0.1.fn.net.0.weight 	 torch.Size([1024, 1024])
transformer.layers.0.1.fn.net.0.bias 	 torch.Size([1024])
transformer.layers.0.1.fn.net.3.weight 	 torch.Size([1024, 1024])
transformer.layers.0.1.fn.net.3.bias 	 torch.Size([1024])
transformer.layers.1.0.norm.weight 	 torch.Size([1024])
transformer.layers.1.0.norm.bias 	 torch.Size([1024])
transformer.layers.1.0.fn.to_qkv.weight 	 torch.Size([1536, 1024])
transformer.layers.1.0.fn.to_out.0.weight 	 torch.Size([1024, 512])
transformer.layers.1.0.fn.to_out.0.bias 	 torch.Size([1024])
transformer.layers.1.1.norm.weight 	 torch.Size([1024])
transformer.layers.1.1.norm.bias 	 torch.Size([1024])
transformer.layers.1.1.fn.net.0.weight 	 torch.Size([1024, 1024])
transformer.layers.1.1.fn.net.0.bias 	 torch.Size([1024])
transformer.layers.1.1.fn.net.3.weight 	 torch.Size([1024, 1024])
transformer.layers.1.1.fn.net.3.bias 	 torch.Size([1024])
transformer.layers.2.0.norm.weight 	 torch.Size([1024])
transformer.layers.2.0.norm.bias 	 torch.Size([1024])
transformer.layers.2.0.fn.to_qkv.weight 	 torch.Size([1536, 1024])
transformer.layers.2.0.fn.to_out.0.weight 	 torch.Size([1024, 512])
transformer.layers.2.0.fn.to_out.0.bias 	 torch.Size([1024])
transformer.layers.2.1.norm.weight 	 torch.Size([1024])
transformer.layers.2.1.norm.bias 	 torch.Size([1024])
transformer.layers.2.1.fn.net.0.weight 	 torch.Size([1024, 1024])
transformer.layers.2.1.fn.net.0.bias 	 torch.Size([1024])
transformer.layers.2.1.fn.net.3.weight 	 torch.Size([1024, 1024])
transformer.layers.2.1.fn.net.3.bias 	 torch.Size([1024])
transformer.layers.3.0.norm.weight 	 torch.Size([1024])
transformer.layers.3.0.norm.bias 	 torch.Size([1024])
transformer.layers.3.0.fn.to_qkv.weight 	 torch.Size([1536, 1024])
transformer.layers.3.0.fn.to_out.0.weight 	 torch.Size([1024, 512])
transformer.layers.3.0.fn.to_out.0.bias 	 torch.Size([1024])
transformer.layers.3.1.norm.weight 	 torch.Size([1024])
transformer.layers.3.1.norm.bias 	 torch.Size([1024])
transformer.layers.3.1.fn.net.0.weight 	 torch.Size([1024, 1024])
transformer.layers.3.1.fn.net.0.bias 	 torch.Size([1024])
transformer.layers.3.1.fn.net.3.weight 	 torch.Size([1024, 1024])
transformer.layers.3.1.fn.net.3.bias 	 torch.Size([1024])
transformer.layers.4.0.norm.weight 	 torch.Size([1024])
transformer.layers.4.0.norm.bias 	 torch.Size([1024])
transformer.layers.4.0.fn.to_qkv.weight 	 torch.Size([1536, 1024])
transformer.layers.4.0.fn.to_out.0.weight 	 torch.Size([1024, 512])
transformer.layers.4.0.fn.to_out.0.bias 	 torch.Size([1024])
transformer.layers.4.1.norm.weight 	 torch.Size([1024])
transformer.layers.4.1.norm.bias 	 torch.Size([1024])
transformer.layers.4.1.fn.net.0.weight 	 torch.Size([1024, 1024])
transformer.layers.4.1.fn.net.0.bias 	 torch.Size([1024])
transformer.layers.4.1.fn.net.3.weight 	 torch.Size([1024, 1024])
transformer.layers.4.1.fn.net.3.bias 	 torch.Size([1024])
mlp_head.0.weight 	 torch.Size([1024])
mlp_head.0.bias 	 torch.Size([1024])
mlp_head.1.weight 	 torch.Size([6, 1024])
