,0,1,2,3,4,5,true
0,2.6672776,-6.2236395,-10.45591,-7.705863,3.9424567,5.9921002,5
1,-3.5013862,-5.1472616,15.075128,7.2564,-0.47592908,-2.8615866,2
2,3.8228226,-9.720933,-9.241361,-5.6831455,6.8917975,3.425873,4
3,3.2790961,11.735168,-4.2285867,-1.3513614,-4.169562,-4.6444077,1
4,-2.1056182,-2.1019084,0.19992681,13.780579,-3.819936,-1.5248703,3
5,-2.2076678,-7.5400805,-8.248803,-5.78113,1.1732924,14.475863,5
6,10.5530615,-7.234458,-8.213047,-5.457061,2.9708705,-2.984024,0
7,7.756121,-9.418732,-5.6104016,-5.215413,1.3863015,2.6840355,0
8,-1.9244943,16.219791,-0.5189108,-3.3234832,-5.6623087,-1.9800347,1
9,1.0263333,-7.1530404,-8.635028,-5.2746763,-1.4900959,12.849139,5
10,-3.123044,-3.151594,-6.63647,-1.6221608,-4.084517,13.326865,5
11,-3.9405146,-2.820407,-6.3263793,-5.7020655,-1.9673141,14.895761,5
12,-3.797837,16.349066,-2.0025258,-3.7563372,-0.746412,-4.1320133,1
13,-2.9144852,9.712104,-5.5588603,-5.0770493,1.8052115,-1.0251347,1
14,-4.63784,17.752316,-1.2913051,-3.737789,-2.7227137,-2.1970985,1
15,1.3707764,-4.972008,-6.815586,-4.685911,-4.6303725,13.476254,5
16,-2.5906386,-4.278131,14.330828,1.2991172,2.9517028,-4.413717,2
17,-4.4179864,0.2624987,-6.8096795,-4.1907063,-3.7531767,14.838586,5
18,-1.4412683,15.435547,-2.0764399,-3.16528,-6.0179553,-0.68595797,1
19,-4.1830997,18.275223,1.4823043,-2.0497928,-5.879744,-1.4181926,1
20,3.7616088,-8.806188,-4.600945,-6.923448,6.7688017,-1.1380736,4
21,-3.1492481,18.306782,0.59812886,-0.23075223,-5.4834976,-3.655533,1
22,-1.768623,-8.298214,-9.968484,-3.6396222,1.7558527,12.827022,5
23,-4.377189,12.346059,-1.783672,-3.6261408,2.8675854,-6.7880664,4
24,-0.41476893,-8.49445,-8.04987,-3.0314796,8.583345,3.95964,4
25,-2.27191,-3.5388439,-7.976021,-4.992858,-2.5982842,15.0090275,5
26,-1.9533343,-4.544045,-6.451456,-4.0184946,-3.2537463,13.933068,5
27,-3.0914912,14.517709,-2.4544306,-4.8482943,0.31732193,-3.583658,1
28,-1.6370976,-5.7343574,-4.645441,-6.342486,12.521515,-1.3469081,4
29,-0.26631576,-2.2672825,-5.541146,-5.5532107,-0.39095438,10.3495455,5
30,12.30125,-8.1874,-6.2326913,-5.0717363,0.5685106,-2.319936,0
31,1.3539858,15.850705,1.0529335,-3.7271206,-5.3442664,-5.9632735,1
32,-0.99096084,15.917257,-0.26356342,-4.571542,-2.5878532,-5.5344443,1
33,-4.303715,-4.771604,-6.8566575,-2.8426642,-0.9325448,13.439351,5
