MODEL_NAME:  optuna_convtransformer
Start time:  2023-10-17 15:33:19.510852
Loading data...
Data loaded.
Device:  cuda
Max Epochs:  200
Early Stopping Reference Size:  5
Search Space:  {'lr': [1e-06, 1e-05, 0.0001, 0.001], 'beta1': [0.9, 0.95, 0.99, 0.999], 'beta2': [0.9, 0.95, 0.99, 0.999], 'eps': [1e-09, 1e-08, 1e-07, 1e-06], 'prehidden_ch': [3, 5, 7, 8, 10, 15, 18, 20, 25, 30, 35], 'hidden_ch': [3, 5, 7, 8, 10, 15, 18, 20, 25, 30, 35], 'depth': [3, 5, 6, 8], 'heads': [3, 5, 6, 8, 10], 'mlp_dim': [256, 512, 1024, 2048], 'dropout': [0.01, 0.1, 0.25], 'emb_dropout': [0.01, 0.1, 0.25]}
Epoch 000: | Loss: 1.69219
Epoch 001: | Loss: 1.57143
Epoch 002: | Loss: 1.52403
Epoch 003: | Loss: 1.49684
Epoch 004: | Loss: 1.47443
Epoch 005: | Loss: 1.45629
Epoch 006: | Loss: 1.43260
Epoch 007: | Loss: 1.41763
Epoch 008: | Loss: 1.39648
Epoch 009: | Loss: 1.37916
Epoch 010: | Loss: 1.36053
Epoch 011: | Loss: 1.34311
Epoch 012: | Loss: 1.33003
Epoch 013: | Loss: 1.31413
Epoch 014: | Loss: 1.30369
Epoch 015: | Loss: 1.29651
Epoch 016: | Loss: 1.27958
Epoch 017: | Loss: 1.27139
Epoch 018: | Loss: 1.26370
Epoch 019: | Loss: 1.24878
Epoch 020: | Loss: 1.24238
Epoch 021: | Loss: 1.23376
Epoch 022: | Loss: 1.22458
Epoch 023: | Loss: 1.21585
Epoch 024: | Loss: 1.20793
Epoch 025: | Loss: 1.20159
Epoch 026: | Loss: 1.19072
Epoch 027: | Loss: 1.18137
Epoch 028: | Loss: 1.17133
Epoch 029: | Loss: 1.16311
Epoch 030: | Loss: 1.15885
Epoch 031: | Loss: 1.14904
Epoch 032: | Loss: 1.14105
Epoch 033: | Loss: 1.13682
Epoch 034: | Loss: 1.12901
Epoch 035: | Loss: 1.12101
Epoch 036: | Loss: 1.11023
Epoch 037: | Loss: 1.10749
Epoch 038: | Loss: 1.10335
Epoch 039: | Loss: 1.09830
Epoch 040: | Loss: 1.08594
Epoch 041: | Loss: 1.08444
Epoch 042: | Loss: 1.07425
Epoch 043: | Loss: 1.07203
Epoch 044: | Loss: 1.06911
Epoch 045: | Loss: 1.05467
Epoch 046: | Loss: 1.04982
Epoch 047: | Loss: 1.04515
Epoch 048: | Loss: 1.04208
Epoch 049: | Loss: 1.03594
Epoch 050: | Loss: 1.03205
Epoch 051: | Loss: 1.02418
Epoch 052: | Loss: 1.01883
Epoch 053: | Loss: 1.01791
Epoch 054: | Loss: 1.00899
Epoch 055: | Loss: 1.00442
Epoch 056: | Loss: 0.99828
Epoch 057: | Loss: 0.99240
Epoch 058: | Loss: 0.99367
Epoch 059: | Loss: 0.98210
Epoch 060: | Loss: 0.98046
Epoch 061: | Loss: 0.97770
Epoch 062: | Loss: 0.96855
Epoch 063: | Loss: 0.96101
Epoch 064: | Loss: 0.96375
Epoch 065: | Loss: 0.95470
Epoch 066: | Loss: 0.94369
Epoch 067: | Loss: 0.94691
Epoch 068: | Loss: 0.94186
Epoch 069: | Loss: 0.93439
Epoch 070: | Loss: 0.93481
Epoch 071: | Loss: 0.92982
Epoch 072: | Loss: 0.92691
Epoch 073: | Loss: 0.91629
Epoch 074: | Loss: 0.91844
Epoch 075: | Loss: 0.91245
Epoch 076: | Loss: 0.90983
Epoch 077: | Loss: 0.90243
Epoch 078: | Loss: 0.90073
Epoch 079: | Loss: 0.89487
Epoch 080: | Loss: 0.89002
Epoch 081: | Loss: 0.88770
Epoch 082: | Loss: 0.88228
Epoch 083: | Loss: 0.87125
Epoch 084: | Loss: 0.87463
