,predict,true
0,5,5
1,1,2
2,1,4
3,5,1
4,5,3
5,5,5
6,5,0
7,1,0
8,5,1
9,5,5
10,5,5
11,5,5
12,5,1
13,5,1
14,5,1
15,5,5
16,1,2
17,5,5
18,5,1
19,5,1
20,5,4
21,5,1
22,1,5
23,5,4
24,5,4
25,5,5
26,5,5
27,5,1
28,5,4
29,5,5
30,1,0
31,5,1
32,5,1
33,5,5
34,5,1
35,5,4
36,5,5
37,1,5
38,5,1
39,5,5
40,5,5
41,5,1
42,5,0
43,5,0
44,5,5
45,5,1
46,5,1
47,5,1
48,5,1
49,5,5
50,1,5
51,5,5
52,5,1
53,5,4
54,5,5
55,5,1
56,1,5
57,1,2
58,5,1
59,5,0
60,5,4
61,5,4
62,5,1
63,5,5
64,1,4
65,5,1
66,5,5
67,1,5
68,5,5
69,1,5
70,5,1
71,5,1
72,1,5
73,5,4
74,5,1
75,5,5
76,5,1
77,5,1
78,5,1
79,1,2
80,5,1
81,5,5
82,1,0
83,5,5
84,5,5
85,5,4
86,5,1
87,5,4
88,1,5
89,5,5
90,5,4
91,5,5
92,5,5
93,5,1
94,5,3
95,5,5
96,5,1
97,1,5
98,5,1
99,5,1
100,5,4
101,5,5
102,5,5
103,1,5
104,5,5
105,1,5
106,5,1
107,5,1
108,5,5
109,5,5
110,5,5
111,1,3
112,5,4
113,5,5
114,5,4
115,5,5
116,5,0
117,1,4
118,5,1
119,5,5
120,1,5
121,1,5
122,5,0
123,1,2
124,1,2
125,5,0
126,5,5
127,5,5
128,5,1
129,5,4
130,5,1
131,5,5
132,5,1
133,5,5
134,5,1
135,1,0
136,5,5
137,5,1
138,1,5
139,5,0
140,5,1
141,5,1
142,5,4
143,5,1
144,5,4
145,1,5
146,5,5
147,1,2
148,1,2
149,1,3
150,5,1
151,5,0
152,1,2
153,1,5
154,5,1
155,5,5
156,5,1
157,5,4
158,5,5
159,5,5
160,5,5
161,5,5
162,5,1
163,5,5
164,5,1
165,5,1
166,5,1
167,5,0
168,5,1
169,5,1
170,5,1
171,5,0
172,5,1
173,5,5
174,5,5
175,5,1
176,5,0
177,5,1
178,5,5
179,1,3
180,5,5
181,5,1
182,5,0
183,5,5
184,5,5
185,5,1
186,5,5
187,5,4
188,5,1
189,5,1
190,5,4
191,5,0
192,5,1
193,5,5
194,5,5
195,5,5
196,1,3
197,5,1
198,5,4
199,5,4
200,1,4
201,5,5
202,5,1
203,5,5
204,5,0
205,5,1
206,5,4
207,1,2
208,5,1
209,5,5
210,5,0
211,5,5
212,5,1
213,1,5
214,5,5
215,1,4
216,5,1
217,5,1
218,5,1
219,5,0
220,5,1
221,5,1
222,5,1
223,5,5
224,5,5
225,5,5
226,1,0
227,5,5
228,5,1
229,5,4
230,5,1
231,5,5
232,1,2
233,5,1
234,5,2
235,5,0
236,5,5
237,5,0
238,5,1
239,5,5
240,5,4
241,5,1
242,5,1
243,5,5
244,5,1
245,5,5
246,5,1
247,1,2
248,5,5
249,5,1
250,5,5
251,5,1
252,1,3
253,5,5
254,5,1
255,1,2
256,5,0
257,5,1
258,5,5
259,5,5
260,5,1
261,5,5
262,5,1
263,5,0
264,5,1
265,1,4
266,5,4
267,5,5
268,5,4
269,5,1
270,5,1
271,5,5
272,5,1
273,1,3
274,5,5
275,5,1
276,1,2
277,5,5
278,5,1
279,5,5
280,1,0
281,5,4
282,5,5
283,5,5
284,5,1
285,5,1
286,1,2
287,1,3
288,5,4
289,5,1
290,5,1
291,5,4
292,5,5
293,5,5
294,5,4
295,5,5
296,5,4
297,1,5
298,1,5
299,5,5
300,5,1
301,5,1
302,5,1
303,1,5
304,5,1
305,5,5
306,5,1
307,5,5
308,5,1
309,5,1
310,1,3
311,5,1
312,5,5
313,5,4
314,5,5
315,1,2
316,1,3
317,1,5
318,5,5
319,5,1
320,5,1
321,1,2
322,1,5
323,5,5
324,5,5
325,5,4
326,5,0
327,5,4
328,5,1
329,5,4
330,1,3
331,5,5
332,5,5
333,5,0
334,1,5
335,5,4
336,5,1
337,5,5
338,5,1
339,5,1
340,1,5
341,5,5
342,5,5
343,5,5
344,1,2
345,5,1
346,5,0
347,5,5
348,1,5
349,5,1
350,5,5
351,5,1
352,5,1
353,5,5
354,1,4
355,5,5
356,5,0
357,1,2
358,1,0
359,5,1
360,5,1
361,1,3
362,5,4
363,5,1
364,5,5
365,5,5
366,5,1
367,5,1
368,5,5
369,5,1
370,5,1
371,1,2
372,5,5
373,1,5
374,5,4
375,5,5
376,5,5
377,5,4
378,5,1
379,5,1
380,5,5
381,5,1
382,1,2
383,5,1
384,1,5
385,5,1
386,5,1
387,5,1
388,1,5
389,5,1
390,5,5
391,5,5
392,1,3
393,1,2
394,5,4
395,1,0
396,5,2
397,5,4
398,5,5
399,5,1
400,5,5
401,5,5
402,5,1
403,5,2
404,1,3
405,5,0
406,1,5
407,5,1
408,5,1
409,1,5
410,5,5
411,5,0
412,1,3
413,5,1
414,5,1
415,5,1
416,5,5
417,5,5
418,5,1
419,5,5
420,5,1
421,5,4
422,5,4
423,5,1
424,5,5
425,5,5
426,1,5
427,5,1
428,5,5
429,1,5
430,5,1
431,5,1
432,5,0
433,5,1
434,5,5
435,5,1
436,5,5
437,5,5
438,1,2
439,5,1
440,1,0
441,5,1
442,5,0
443,5,0
444,5,0
445,5,0
446,5,1
447,5,2
448,5,5
449,5,5
450,1,3
451,5,1
452,5,1
453,5,5
454,1,5
455,5,1
456,5,1
457,5,1
458,5,1
459,5,1
460,5,4
461,5,5
462,1,1
463,5,5
464,1,0
465,5,0
466,5,5
467,1,0
468,5,5
469,5,1
470,5,1
471,5,4
472,5,0
473,5,1
474,5,1
475,5,5
476,5,0
477,5,1
478,5,1
479,5,4
480,5,5
481,5,5
482,5,1
483,5,1
484,5,1
485,5,2
486,5,5
487,5,5
488,5,1
489,1,4
490,5,1
491,1,1
492,5,0
493,5,5
494,1,2
495,1,5
496,5,4
497,5,5
498,1,5
499,5,2
500,5,5
501,1,2
502,5,5
503,5,1
504,1,1
505,5,1
506,1,3
507,5,5
508,1,2
509,5,0
510,5,5
511,5,5
512,5,1
513,5,1
514,5,0
515,5,0
516,5,5
517,5,2
518,5,5
519,5,5
520,5,0
521,5,0
522,1,1
523,5,5
524,5,1
525,5,4
526,5,1
527,5,5
528,5,5
529,5,1
530,5,1
531,5,1
532,1,0
533,1,2
534,5,1
535,5,5
536,5,1
537,5,1
538,5,1
539,5,5
540,5,3
541,5,1
542,5,5
543,1,5
544,5,1
545,1,3
546,5,1
547,5,1
548,5,1
549,1,5
550,5,4
551,5,4
552,1,5
553,5,1
554,5,5
555,1,5
556,5,4
557,5,5
558,5,1
559,1,5
560,5,1
561,5,4
562,5,1
563,5,1
564,5,0
565,5,5
566,5,1
567,5,4
568,5,0
569,1,5
570,1,2
571,5,5
572,5,5
573,5,5
574,5,5
575,5,5
576,5,0
577,5,0
578,5,1
579,1,5
580,5,4
581,5,5
582,5,1
583,5,5
584,5,5
585,5,1
586,5,5
587,5,1
588,5,5
589,5,1
590,5,0
591,5,5
592,5,5
593,5,1
594,5,5
595,5,4
596,1,5
597,5,0
598,5,1
599,5,1
600,1,5
601,5,1
602,5,4
603,5,5
604,5,5
605,1,5
606,5,5
607,1,0
608,5,5
609,5,0
610,5,1
611,5,1
612,1,5
613,1,3
614,5,1
615,5,5
616,5,1
617,5,1
618,1,2
619,5,5
620,5,5
621,1,2
622,5,1
623,5,1
624,5,1
625,5,5
626,5,5
627,1,5
628,5,1
629,5,5
630,5,5
631,5,1
632,5,1
633,5,5
634,5,5
635,5,5
636,5,5
637,5,0
638,5,0
639,5,5
640,5,1
641,5,1
642,5,4
643,1,2
644,1,5
645,5,1
646,1,5
647,5,5
648,5,5
649,5,5
650,5,5
651,1,4
652,5,5
653,5,4
654,1,4
655,5,4
656,5,5
657,5,1
658,5,5
659,5,5
660,5,5
661,5,1
662,5,1
663,5,1
664,5,3
665,5,1
666,5,5
667,5,4
668,5,1
669,5,1
670,5,4
671,5,5
672,5,4
673,5,5
674,1,5
675,5,1
676,5,0
677,5,1
678,5,1
679,1,5
680,1,5
681,5,0
682,5,4
683,1,2
684,5,1
685,5,5
686,5,1
687,5,5
688,5,5
689,5,5
690,5,5
691,1,4
692,5,5
693,5,3
694,1,4
695,5,1
696,5,1
697,1,5
698,5,1
699,5,4
700,5,5
701,5,5
702,5,4
703,5,1
704,5,0
705,5,1
706,5,4
707,1,0
708,5,1
709,5,0
710,1,2
711,5,5
712,5,1
713,5,1
714,5,1
715,5,5
716,5,5
717,5,5
718,5,5
719,5,1
720,5,1
721,1,5
722,5,1
723,5,5
724,5,5
725,5,5
726,5,1
727,5,5
728,5,5
729,5,4
730,1,5
731,5,5
732,1,2
733,5,5
734,5,5
735,5,5
736,5,2
737,1,2
738,5,5
739,5,5
740,5,1
741,5,4
742,1,4
743,5,5
744,5,5
745,5,5
746,5,4
747,5,5
748,1,2
749,5,1
750,5,1
751,5,5
752,5,4
753,5,1
754,5,0
755,5,1
756,5,5
757,5,5
758,5,5
759,5,1
760,5,2
761,5,1
762,5,5
763,5,5
764,5,5
765,5,0
766,1,5
767,1,0
768,5,5
769,5,4
770,5,5
771,5,5
772,5,5
773,5,1
774,5,5
775,1,5
776,5,5
777,5,1
778,1,5
779,5,5
780,1,4
781,5,1
782,5,4
783,5,5
784,5,0
785,5,1
786,5,5
787,5,1
788,5,5
789,5,1
790,5,1
791,5,1
792,5,4
793,5,0
794,5,5
795,5,1
796,5,5
797,5,1
798,5,5
799,1,2
800,5,5
801,5,0
802,5,5
803,5,0
804,5,5
805,1,5
806,5,5
807,5,1
808,1,5
809,5,1
810,5,3
811,5,1
812,5,3
813,1,2
814,1,5
815,5,4
816,5,5
817,1,5
818,5,5
819,5,5
820,5,1
821,5,5
822,5,5
823,5,1
824,5,5
825,5,4
826,5,1
827,1,1
828,5,0
829,1,1
830,5,1
831,5,5
832,5,0
833,5,1
834,5,1
835,5,1
836,5,1
837,1,3
838,5,5
839,5,1
840,5,5
841,5,1
842,5,5
843,5,1
844,5,1
845,5,5
846,5,0
847,5,4
848,5,5
849,5,1
850,5,5
851,5,1
852,1,1
853,5,5
854,5,5
855,1,5
856,1,3
857,5,5
858,5,3
859,1,5
860,5,0
861,5,1
862,5,5
863,5,5
864,5,1
865,5,5
866,5,5
867,5,4
868,5,5
869,5,1
870,5,1
871,1,0
872,5,1
873,5,4
874,5,1
875,5,5
876,5,5
877,5,1
878,5,4
879,5,1
880,5,1
881,1,0
882,1,3
883,1,2
884,5,5
885,5,0
886,5,5
887,5,3
888,1,2
889,5,1
890,1,5
891,5,1
892,5,5
893,5,1
894,5,5
895,5,2
896,5,1
897,5,4
898,5,1
899,5,0
900,5,1
901,5,5
902,5,1
903,5,5
904,5,5
905,1,2
906,1,5
907,1,1
908,5,5
909,5,4
910,5,4
911,5,1
912,1,2
913,5,0
914,5,5
915,5,5
916,1,5
917,5,1
918,5,5
919,5,1
920,5,1
921,5,5
922,5,5
923,1,2
924,5,5
925,5,1
926,5,0
927,1,0
928,5,5
929,5,5
930,5,1
931,5,5
932,5,1
933,5,0
934,5,0
935,5,5
936,5,4
937,5,1
938,1,5
939,5,5
940,5,0
941,5,5
942,5,1
943,1,5
944,1,5
945,5,0
946,5,1
947,5,5
948,5,5
949,5,5
950,5,0
951,5,5
952,5,4
953,5,0
954,5,1
955,1,3
956,5,1
957,5,4
958,1,4
959,5,4
960,1,3
961,5,5
962,1,4
963,5,1
964,5,1
965,5,4
966,5,2
967,5,4
968,5,4
969,5,1
970,5,5
971,5,4
972,1,5
973,5,1
974,1,2
975,5,5
976,5,5
977,5,1
978,5,5
979,5,5
980,5,4
981,5,5
982,5,5
983,5,3
984,5,5
985,5,5
986,5,4
987,1,5
988,5,4
989,1,2
990,5,5
991,5,5
992,1,5
993,5,5
994,5,5
995,5,5
996,5,5
997,1,2
998,5,1
999,5,5
1000,5,1
1001,1,3
1002,5,1
1003,5,4
1004,1,2
1005,5,5
1006,5,5
1007,5,1
1008,5,5
1009,1,5
1010,5,1
1011,5,5
1012,5,4
1013,5,5
1014,5,4
1015,5,1
1016,1,4
1017,5,1
1018,5,1
1019,5,1
1020,5,5
1021,5,3
1022,5,5
1023,5,5
1024,5,0
1025,1,5
1026,1,4
1027,5,1
1028,5,1
1029,1,0
1030,5,5
1031,5,0
1032,1,5
1033,1,5
1034,1,5
1035,5,5
1036,5,0
1037,5,1
1038,5,4
1039,1,3
1040,1,3
1041,5,4
1042,5,1
1043,1,2
1044,1,2
1045,5,5
1046,5,5
1047,5,5
1048,5,4
1049,5,1
1050,5,5
1051,1,5
1052,5,1
1053,5,5
1054,5,1
1055,5,1
1056,5,4
1057,5,0
1058,5,1
1059,5,5
1060,5,4
1061,5,4
1062,5,5
1063,5,5
1064,1,5
1065,5,1
1066,5,1
1067,5,1
1068,5,0
1069,5,3
1070,5,5
1071,5,1
1072,5,5
1073,5,5
1074,5,4
1075,1,5
1076,5,1
1077,5,2
1078,5,0
1079,5,5
1080,5,5
1081,5,5
1082,5,5
1083,5,0
1084,5,5
1085,5,4
1086,1,4
1087,5,1
1088,5,5
1089,5,1
1090,5,5
1091,5,1
1092,1,2
1093,1,5
1094,5,0
1095,1,5
1096,5,4
1097,5,1
1098,1,5
1099,5,5
1100,5,5
1101,5,1
1102,1,4
1103,5,1
1104,5,5
1105,5,1
1106,5,5
1107,5,5
1108,5,0
1109,5,0
1110,5,5
1111,5,5
1112,5,1
1113,1,3
1114,1,5
1115,5,1
1116,1,5
1117,1,4
1118,5,5
1119,5,4
1120,5,1
1121,5,0
1122,5,5
1123,5,0
1124,5,0
1125,5,4
1126,5,3
1127,5,1
1128,5,4
1129,5,0
1130,1,5
1131,5,1
1132,5,1
1133,5,5
1134,5,4
1135,5,1
1136,5,0
1137,1,3
1138,5,5
1139,5,5
1140,5,1
1141,5,1
1142,5,5
1143,5,0
1144,5,5
1145,5,5
1146,1,4
1147,1,4
1148,5,1
1149,5,1
1150,1,3
1151,5,5
1152,5,5
1153,5,5
1154,5,4
1155,5,1
1156,5,5
1157,1,5
1158,5,1
1159,5,1
1160,5,0
1161,1,5
1162,1,5
1163,1,5
1164,1,2
1165,1,5
1166,5,5
1167,5,1
1168,5,5
1169,5,1
1170,5,5
1171,5,0
1172,5,5
1173,5,4
1174,5,1
1175,5,1
1176,5,5
1177,5,1
1178,5,4
1179,5,1
1180,1,2
1181,5,5
1182,5,1
1183,5,5
1184,5,5
1185,5,1
1186,1,5
1187,5,1
1188,5,0
1189,5,5
1190,1,4
1191,5,5
1192,5,5
1193,5,4
1194,5,2
1195,5,1
1196,5,1
1197,1,2
1198,5,5
1199,5,4
1200,5,4
1201,5,1
1202,5,5
1203,5,4
1204,5,5
1205,1,5
1206,5,5
1207,5,1
1208,5,5
1209,5,5
1210,1,5
1211,5,5
1212,5,5
1213,5,0
1214,5,5
1215,5,5
1216,1,2
1217,5,5
1218,5,0
1219,5,5
1220,5,1
1221,5,1
1222,5,1
1223,1,0
1224,5,5
1225,5,1
1226,5,1
1227,5,5
1228,1,2
1229,5,5
1230,1,2
1231,5,1
1232,5,4
1233,5,1
1234,5,0
1235,5,5
1236,5,5
1237,5,3
1238,5,1
1239,5,5
1240,5,4
1241,5,5
1242,5,4
1243,5,0
1244,5,5
1245,5,1
1246,5,1
1247,5,1
1248,1,2
1249,5,5
1250,5,0
1251,5,0
1252,5,1
1253,5,1
1254,5,5
1255,5,5
1256,5,0
1257,5,1
1258,5,4
1259,5,5
1260,5,1
1261,5,5
1262,5,1
1263,5,5
1264,5,5
1265,5,1
1266,5,1
1267,5,5
1268,5,4
1269,5,5
1270,5,1
1271,5,5
1272,5,1
1273,1,4
1274,1,1
1275,5,5
