,0,1,2,3,4,5,true
0,2.9596665,-6.737992,-6.3802958,-8.474016,2.3197534,7.3363266,5
1,-3.2911856,-3.4657202,21.066204,5.942727,-1.3295621,-4.1521826,2
2,5.0788326,-11.848777,-9.972389,-4.688415,6.6945057,3.9814134,4
3,2.1401758,17.910784,-2.582074,-2.704649,0.71049464,-12.348987,1
4,-1.3833544,-4.894987,3.3211856,20.915627,-4.230666,0.41544423,3
5,-5.3340216,-1.3724236,-8.389316,-7.0351734,-2.6635196,16.850273,5
6,10.1659355,-0.009481391,-6.095298,-4.759581,5.28726,-6.1488614,0
7,15.199208,-16.31978,-4.1762676,-2.2385244,1.8527135,0.43201786,0
8,2.0326273,18.911016,-2.488616,-0.4808665,-7.6055045,-6.8605475,1
9,-4.6398535,3.1423376,-8.727674,-0.6377928,-8.197098,16.191196,5
10,0.22388075,-5.0879745,-11.03238,-4.3245335,-1.3932458,14.078555,5
11,-9.070805,3.8944783,-11.12411,-8.119085,-1.8109139,17.639366,5
12,-9.153718,21.698206,-3.2414339,-3.1032648,7.9855485,-11.174467,1
13,0.064295135,9.2943735,-6.1466246,-6.4587045,1.5906277,-5.6916146,1
14,-7.2383494,23.025164,-4.9564047,-3.3364794,1.3040007,-6.891229,1
15,4.972801,-7.5164647,-8.383534,-4.7651424,-7.98967,17.3876,5
16,1.0902295,2.3267305,23.073643,8.0861,0.19045405,-14.248301,2
17,-5.1815586,-2.8721144,-10.256068,-6.0141673,1.6550552,13.748366,5
18,-2.7688913,21.732395,-0.8988184,2.84406,-3.911442,-9.304997,1
19,-1.2157528,26.753979,2.0571723,0.17654923,-8.018744,-7.481242,1
20,7.8201694,-9.553577,-3.5923643,-7.058722,3.6312,0.14874451,4
21,-6.8712287,24.06772,-1.8651415,-2.620682,1.7821928,-9.409708,1
22,-5.415843,-9.966759,-8.983719,-2.8747048,1.0681177,18.182114,5
23,-6.4957047,16.482367,-4.9180164,-5.4025865,-0.13914637,3.93007,4
24,3.6082945,-12.887393,-9.884642,-7.792332,6.07793,7.630835,4
25,0.047603466,-3.217246,-7.475276,-5.556857,-2.7306206,12.5698595,5
26,-7.287032,-0.13205665,-9.272262,-4.9968343,-5.8703885,20.93061,5
27,-11.124181,22.18731,-3.2828097,-2.9746373,7.2234874,-9.39103,1
28,3.1724644,-12.178673,-2.6358469,-4.8991156,16.307419,-7.6224747,4
29,-7.28792,3.8297982,-8.428636,-8.7506895,-1.0688918,16.519112,5
30,16.6991,-15.55922,-4.2792892,-6.048992,-0.012384791,-0.8772504,0
31,-0.26697055,20.939178,-2.0700977,-2.4347236,2.0776565,-14.321837,1
32,-7.4856133,24.386587,-3.5910177,-2.6569548,-1.3678588,-5.208367,1
33,-5.687664,-4.09012,-13.033889,-5.070585,0.7932634,17.579546,5
34,-4.9132395,26.889353,-0.8264848,-1.0875285,-4.3366303,-6.298987,1
35,7.7573624,-13.734555,-6.7717915,-7.951589,5.708635,4.066994,4
36,-3.8232732,-3.9106483,-10.126916,-3.5015821,2.356116,9.941192,5
