,0,1,2,3,4,5,true
0,7.008645,-4.8708944,-7.7243176,-6.329746,-1.2254899,6.131849,5
1,-1.049868,-4.0487823,11.256765,1.2430601,-1.7985297,-1.7387147,2
2,2.1795964,-8.300875,-5.74721,-7.7878385,7.303552,-0.26180974,4
3,1.6421206,9.191607,-4.343593,-7.7865367,-4.536829,0.23939526,1
4,-2.0330024,-5.243496,1.8024547,12.571066,-3.8615916,1.7927403,3
5,-2.530742,-2.1810098,-8.276276,-4.9624805,-1.0079108,12.540487,5
6,7.5317736,-8.777415,-5.0172944,-3.6631117,2.2986212,0.40578502,0
7,9.245104,-9.96748,-5.311332,-2.0255766,1.8589325,-1.4529047,0
8,-3.8782551,12.84487,-4.1168337,-2.2698212,-5.938929,4.7384276,1
9,1.3054738,-2.8883944,-7.082171,-5.511213,-2.3682678,8.704229,5
10,0.9751852,-0.9184234,-9.042528,-4.679972,1.38985,3.7449872,5
11,-2.7779963,-1.2654427,-9.339441,-8.319087,2.4483545,10.390898,5
12,-3.921691,14.794397,-5.0136604,-4.8368173,2.4215302,-2.378863,1
13,-0.5351603,5.3147526,-7.1115384,-6.0919013,3.062388,0.16557491,1
14,-2.5441751,16.30549,-4.3663845,-6.5953736,0.7300958,-3.8315725,1
15,0.569394,-4.032589,-5.9867644,-4.6734924,-4.203825,12.248613,5
16,-4.43439,-2.9392018,10.939325,0.8319801,4.657909,-4.094167,2
17,-1.6759865,-1.578496,-6.698083,-9.238492,1.9734199,9.986765,5
18,-4.093367,13.483946,-4.6712117,-2.9151545,-3.4841824,0.7673225,1
19,-4.164114,15.75681,-0.57941747,-3.9062405,1.3247875,-5.067632,1
20,2.8747156,-3.9746456,-1.8200263,-8.179035,6.9186893,-3.0404503,4
21,-2.5725136,16.29326,-3.9160786,-3.3251,-4.6983275,0.2049829,1
22,-0.07489504,-5.9355946,-9.025133,-4.3136153,2.0792341,10.924027,5
23,-1.9009533,9.530897,-4.150389,-5.935639,6.283027,-4.705689,4
24,0.8986302,-6.088496,-7.8806267,-6.875418,8.1549425,3.6938577,4
25,-1.9371109,0.590034,-5.4761124,-4.083075,-2.4553144,8.020626,5
26,-0.005326134,-0.09926728,-7.870903,-6.437058,-3.4479332,12.426353,5
27,-4.501986,12.659653,-3.6554353,-3.6195438,4.524174,-3.7603025,1
28,-2.2461188,-2.8906007,-2.6487267,-5.6963425,9.641708,-0.4571852,4
29,3.6754208,-0.31323206,-5.4809475,-7.389183,-1.5742185,7.143431,5
30,7.712905,-2.4101777,-5.8964124,-7.77963,1.0859344,0.82056266,0
31,0.8476653,14.367923,-5.340641,-6.5290823,0.3924196,-4.659228,1
32,-0.14006077,13.511351,-5.0858846,-6.332961,2.6034732,-5.0789394,1
33,-3.4580965,-0.7824286,-7.9106812,-4.342088,-1.4358106,11.428531,5
34,-4.1256733,14.175184,-0.8749916,-3.9787307,-0.5448165,-1.7844067,1
