,0,1,2,3,4,5,true
0,-0.076043814,0.35494,0.7669703,-0.64619434,0.1888095,-0.0035061836,5
1,-0.06462957,0.42682058,0.7169677,-0.67365867,0.18401878,-0.0007044077,2
2,-0.024560064,0.32244593,0.64649785,-0.62033224,0.16524857,0.06786898,4
3,0.008093238,0.4523175,0.7562344,-0.60284275,0.23029004,0.15324031,1
4,0.008317411,0.4121822,0.7406496,-0.6273408,0.21519795,0.01794681,3
5,-0.069478065,0.37040147,0.7305746,-0.6629922,0.23190865,-0.03453575,5
6,-0.005457565,0.33948565,0.74824077,-0.7409071,0.10860793,0.012067705,0
7,-0.042840973,0.40032157,0.7611538,-0.6967089,0.17832997,0.02720268,0
8,-0.03718549,0.3038786,0.76788986,-0.6561931,0.3155046,0.13712345,1
9,-0.0486369,0.39639547,0.7283463,-0.6942696,0.18371378,0.07228339,5
10,-0.08679536,0.3202749,0.6586161,-0.6378871,0.19273822,-0.014023781,5
11,-0.025778964,0.3209342,0.70882416,-0.6372391,0.11563206,-0.07623008,5
12,-0.111091614,0.32199717,0.6828489,-0.71692026,0.18199475,-0.034703583,1
13,-0.0043086708,0.5077849,0.6888004,-0.7741449,0.1782953,0.30280063,1
14,-0.08490758,0.30071014,0.7827557,-0.61481225,0.1893014,-0.07036875,1
15,-0.1673684,0.3118599,0.69679445,-0.59989417,0.24693377,-0.08574884,5
16,-0.026873216,0.34014702,0.7788238,-0.673332,0.21962059,-0.033920005,2
17,-0.06286812,0.2952919,0.64890414,-0.59397113,0.18595293,-0.07422516,5
18,-0.09007488,0.3882655,0.6725719,-0.8442899,0.08269183,-0.03562258,1
19,-0.1430937,0.40936673,0.6256472,-0.71847826,0.09632105,-0.12199105,1
20,-0.0658021,0.37829834,0.7157295,-0.6990599,0.10366215,-0.07581529,4
21,-0.23078409,0.48090708,0.78767276,-0.6445187,0.25199363,-0.07292116,1
22,-0.13741876,0.3579363,0.6501181,-0.6809424,0.17182876,-0.0190299,5
23,-0.17669433,0.32955164,0.6610417,-0.67733717,0.13883516,-0.035921708,4
24,-0.10174577,0.40467712,0.7035725,-0.7387203,0.20031917,0.030388057,4
25,-0.082586944,0.33331993,0.6487484,-0.6121638,0.0701354,-0.017226025,5
26,-0.12327753,0.37335867,0.62928295,-0.7133906,0.18785115,-0.03431037,5
27,-0.22621518,0.21745472,0.5355741,-0.4391773,0.100849435,-0.2968334,1
28,-0.1115796,0.34752858,0.6404692,-0.59324986,0.19572327,0.066865295,4
29,-0.073074356,0.36127836,0.7411543,-0.7664742,0.14512138,0.0046523213,5
30,-0.20393367,0.36476946,0.6742523,-0.57109654,0.14340246,-0.11180994,0
31,-0.026013494,0.381102,0.65484565,-0.7158976,0.1634874,-0.0048211217,1
32,-0.1193964,0.4190259,0.54115826,-0.6390191,0.16694514,0.109913796,1
33,-0.10292135,0.35154426,0.70800483,-0.5896848,0.28363183,-0.027742669,5
34,-0.10914253,0.31328517,0.71377915,-0.6720284,0.31590834,-0.016264245,1
35,-0.06458789,0.40200767,0.7270083,-0.67403674,0.16616476,-0.01924023,4
36,-0.14996576,0.3746158,0.6564354,-0.6738019,0.16807595,-0.013898268,5
37,-0.06270756,0.44696963,0.71550405,-0.7308564,0.14254127,0.07827869,5
38,-0.09781642,0.32175073,0.73092234,-0.588194,0.23041843,0.0652024,1
39,-0.075252265,0.30975023,0.6788466,-0.8110038,0.18909372,0.11221002,5
40,-0.09984487,0.33401206,0.72731185,-0.64512074,0.20709664,0.015801609,5
