,predict,true
0,5,5
1,1,2
2,1,4
3,1,1
4,1,3
5,1,5
6,1,0
7,1,0
8,1,1
9,1,5
10,1,5
11,1,5
12,1,1
13,1,1
14,1,1
15,1,5
16,5,2
17,2,5
18,1,1
19,1,1
20,1,4
21,1,1
22,1,5
23,2,4
24,1,4
25,1,5
26,1,5
27,1,1
28,1,4
29,5,5
30,1,0
31,5,1
32,1,1
33,1,5
34,1,1
35,1,4
36,1,5
37,1,5
38,1,1
39,1,5
40,1,5
41,1,1
42,1,0
43,1,0
44,1,5
45,1,1
46,1,1
47,1,1
48,1,1
49,1,5
50,1,5
51,1,5
52,1,1
53,1,4
54,1,5
55,5,1
56,2,5
57,1,2
58,1,1
59,1,0
60,1,4
61,1,4
62,1,1
63,1,5
64,1,4
65,5,1
66,1,5
67,1,5
68,5,5
69,1,5
70,1,1
71,1,1
72,1,5
73,1,4
74,1,1
75,5,5
76,1,1
77,5,1
78,1,1
79,1,2
80,1,1
81,5,5
82,1,0
83,1,5
84,1,5
85,1,4
86,5,1
87,1,4
88,1,5
89,1,5
90,1,4
91,2,5
92,1,5
93,1,1
94,1,3
95,1,5
96,2,1
97,5,5
98,2,1
99,1,1
100,2,4
101,1,5
102,2,5
103,1,5
104,1,5
105,1,5
106,1,1
107,2,1
108,1,5
109,1,5
110,1,5
111,1,3
112,2,4
113,1,5
114,1,4
115,1,5
116,1,0
117,1,4
118,1,1
119,1,5
120,1,5
121,5,5
122,1,0
123,1,2
124,1,2
125,2,0
126,1,5
127,1,5
128,5,1
129,1,4
130,2,1
131,1,5
132,1,1
133,1,5
134,1,1
135,5,0
136,1,5
137,1,1
138,2,5
139,1,0
140,1,1
141,1,1
142,1,4
143,1,1
144,1,4
145,1,5
146,1,5
147,5,2
148,1,2
149,1,3
150,1,1
151,1,0
152,1,2
153,1,5
154,1,1
155,1,5
156,5,1
157,1,4
158,1,5
159,1,5
160,1,5
161,1,5
162,1,1
163,1,5
164,5,1
165,5,1
166,2,1
167,1,0
168,1,1
169,5,1
170,1,1
171,2,0
172,1,1
173,1,5
174,2,5
175,2,1
176,2,0
177,1,1
178,1,5
179,1,3
180,1,5
181,1,1
182,1,0
183,1,5
184,2,5
185,1,1
186,2,5
187,1,4
188,1,1
189,1,1
190,1,4
191,2,0
192,1,1
193,1,5
194,2,5
195,1,5
196,1,3
197,1,1
198,1,4
199,5,4
200,5,4
201,1,5
202,1,1
203,2,5
204,1,0
205,1,1
206,1,4
207,1,2
208,1,1
209,2,5
210,1,0
211,1,5
212,1,1
213,1,5
214,1,5
215,1,4
216,1,1
217,1,1
218,2,1
219,1,0
220,5,1
221,1,1
222,1,1
223,1,5
224,1,5
225,1,5
226,2,0
227,2,5
228,1,1
229,5,4
230,1,1
231,1,5
232,2,2
233,1,1
234,1,2
235,1,0
236,2,5
237,1,0
238,1,1
239,1,5
240,1,4
241,2,1
242,5,1
243,1,5
244,1,1
245,1,5
246,1,1
247,1,2
248,2,5
249,5,1
250,1,5
251,1,1
252,1,3
253,1,5
254,1,1
255,1,2
256,1,0
257,1,1
258,1,5
259,1,5
260,1,1
261,5,5
262,2,1
263,1,0
264,1,1
265,1,4
266,5,4
267,2,5
268,1,4
269,5,1
270,1,1
271,5,5
272,1,1
273,1,3
274,5,5
275,1,1
276,2,2
277,1,5
278,1,1
279,2,5
280,1,0
281,2,4
282,2,5
283,2,5
284,1,1
285,1,1
286,5,2
287,1,3
288,1,4
289,1,1
290,5,1
291,5,4
292,1,5
293,2,5
294,2,4
295,5,5
296,1,4
297,1,5
298,1,5
299,5,5
300,1,1
301,1,1
302,1,1
303,1,5
304,2,1
305,1,5
306,1,1
307,1,5
308,1,1
309,1,1
310,1,3
311,5,1
312,1,5
313,1,4
314,1,5
315,1,2
316,1,3
317,1,5
318,1,5
319,1,1
320,1,1
321,1,2
322,1,5
323,1,5
324,1,5
325,1,4
326,1,0
327,1,4
328,2,1
329,2,4
330,5,3
331,1,5
332,1,5
333,1,0
334,2,5
335,2,4
336,1,1
337,1,5
338,5,1
339,1,1
340,1,5
341,5,5
342,2,5
343,1,5
344,1,2
345,1,1
346,1,0
347,1,5
348,1,5
349,1,1
350,1,5
351,1,1
352,1,1
353,1,5
354,1,4
355,1,5
356,1,0
357,1,2
358,1,0
359,1,1
360,1,1
361,1,3
362,1,4
363,2,1
364,1,5
365,1,5
366,5,1
367,1,1
368,1,5
369,5,1
370,1,1
371,1,2
372,1,5
373,1,5
374,1,4
375,1,5
376,1,5
377,1,4
378,1,1
379,1,1
380,1,5
381,5,1
382,1,2
383,1,1
384,5,5
385,1,1
386,2,1
387,1,1
388,2,5
389,1,1
390,5,5
391,1,5
392,5,3
393,1,2
394,2,4
395,1,0
396,5,2
397,1,4
398,1,5
399,2,1
400,1,5
401,1,5
402,5,1
403,1,2
404,1,3
405,1,0
406,1,5
407,5,1
408,1,1
409,1,5
410,5,5
411,1,0
412,1,3
413,1,1
414,1,1
415,1,1
416,1,5
417,1,5
418,5,1
419,2,5
420,5,1
421,1,4
422,1,4
423,1,1
424,1,5
425,1,5
426,5,5
427,1,1
428,1,5
429,1,5
430,1,1
431,1,1
432,1,0
433,1,1
434,1,5
435,1,1
436,1,5
437,1,5
438,5,2
439,1,1
440,1,0
441,1,1
442,1,0
443,5,0
444,1,0
445,2,0
446,1,1
447,1,2
448,1,5
449,1,5
450,2,3
451,1,1
452,1,1
453,1,5
454,1,5
455,1,1
456,1,1
457,1,1
458,2,1
459,1,1
460,5,4
461,1,5
462,1,1
463,1,5
464,1,0
465,1,0
466,1,5
467,1,0
468,5,5
469,1,1
470,1,1
471,1,4
472,2,0
473,1,1
474,1,1
475,1,5
476,2,0
477,1,1
478,1,1
479,1,4
480,1,5
481,1,5
482,1,1
483,1,1
484,2,1
485,5,2
486,1,5
487,1,5
488,2,1
489,1,4
490,1,1
491,2,1
492,1,0
493,1,5
494,1,2
495,1,5
496,1,4
497,2,5
498,5,5
499,1,2
500,2,5
501,5,2
502,1,5
503,1,1
504,1,1
505,1,1
506,1,3
507,1,5
508,2,2
509,5,0
510,5,5
511,1,5
512,1,1
513,5,1
514,1,0
515,1,0
516,1,5
517,1,2
518,2,5
519,2,5
520,2,0
521,5,0
522,1,1
523,1,5
524,1,1
525,1,4
526,1,1
527,2,5
528,1,5
529,5,1
530,1,1
531,1,1
532,1,0
533,5,2
534,5,1
535,2,5
536,1,1
537,1,1
538,1,1
539,5,5
540,1,3
541,1,1
542,1,5
543,1,5
544,1,1
545,1,3
546,1,1
547,2,1
548,2,1
549,2,5
550,2,4
551,1,4
552,2,5
553,1,1
554,1,5
555,5,5
556,2,4
557,1,5
558,1,1
559,1,5
560,5,1
561,1,4
562,1,1
563,5,1
564,1,0
565,1,5
566,5,1
567,1,4
568,1,0
569,1,5
570,2,2
571,2,5
572,2,5
573,1,5
574,2,5
575,1,5
576,1,0
577,1,0
578,1,1
579,1,5
580,5,4
581,1,5
582,2,1
583,5,5
584,1,5
585,1,1
586,2,5
587,1,1
588,1,5
589,1,1
590,1,0
591,1,5
592,1,5
593,5,1
594,1,5
595,1,4
596,2,5
597,2,0
598,1,1
599,5,1
600,1,5
601,1,1
602,5,4
603,1,5
604,5,5
605,1,5
606,5,5
607,5,0
608,5,5
609,2,0
610,2,1
611,1,1
612,1,5
613,1,3
614,5,1
615,1,5
616,5,1
617,1,1
618,1,2
619,1,5
620,1,5
621,2,2
622,1,1
623,5,1
624,1,1
625,1,5
626,5,5
627,1,5
628,5,1
629,1,5
630,1,5
631,2,1
632,5,1
633,1,5
634,1,5
635,1,5
636,1,5
637,1,0
638,1,0
639,1,5
640,1,1
641,1,1
642,1,4
643,1,2
644,1,5
645,2,1
646,2,5
647,1,5
648,1,5
649,1,5
650,1,5
651,1,4
652,1,5
653,1,4
654,2,4
655,2,4
656,1,5
657,1,1
658,1,5
659,1,5
660,1,5
661,1,1
662,2,1
663,1,1
664,1,3
665,1,1
666,1,5
667,1,4
668,1,1
669,1,1
670,1,4
671,1,5
672,1,4
673,2,5
674,1,5
675,1,1
676,2,0
677,1,1
678,1,1
679,1,5
680,1,5
681,1,0
682,2,4
683,5,2
684,1,1
685,5,5
686,1,1
687,1,5
688,1,5
689,2,5
690,2,5
691,1,4
692,1,5
693,1,3
694,2,4
695,1,1
696,1,1
697,1,5
698,2,1
699,1,4
700,1,5
701,1,5
702,1,4
703,1,1
704,1,0
705,1,1
706,1,4
707,1,0
708,2,1
709,1,0
710,2,2
711,2,5
712,2,1
713,1,1
714,1,1
715,1,5
716,1,5
717,1,5
718,1,5
719,1,1
720,1,1
721,1,5
722,2,1
723,1,5
724,5,5
725,1,5
726,1,1
727,1,5
728,5,5
729,5,4
730,1,5
731,1,5
732,1,2
733,1,5
734,1,5
735,1,5
736,1,2
737,1,2
738,5,5
739,5,5
740,1,1
741,1,4
742,1,4
743,1,5
744,2,5
745,1,5
746,1,4
747,2,5
748,1,2
749,2,1
750,5,1
751,1,5
752,1,4
753,1,1
754,1,0
755,1,1
756,1,5
757,5,5
758,1,5
759,5,1
760,5,2
761,2,1
762,5,5
763,1,5
764,1,5
765,1,0
766,1,5
767,1,0
768,2,5
769,5,4
770,1,5
771,1,5
772,5,5
773,1,1
774,5,5
775,1,5
776,2,5
777,5,1
778,1,5
779,1,5
780,5,4
781,1,1
782,1,4
783,1,5
784,1,0
785,2,1
786,1,5
787,1,1
788,1,5
789,2,1
790,1,1
791,1,1
792,1,4
793,1,0
794,1,5
795,2,1
796,1,5
797,1,1
798,1,5
799,2,2
800,5,5
801,1,0
802,2,5
803,1,0
804,2,5
805,1,5
806,1,5
807,5,1
808,5,5
809,1,1
810,5,3
811,2,1
812,1,3
813,1,2
814,1,5
815,1,4
816,5,5
817,1,5
818,1,5
819,1,5
820,2,1
821,1,5
822,1,5
823,1,1
824,2,5
825,1,4
826,1,1
827,1,1
828,2,0
829,1,1
830,5,1
831,1,5
832,1,0
833,1,1
834,1,1
835,1,1
836,1,1
837,1,3
838,1,5
839,1,1
840,1,5
841,5,1
842,1,5
843,1,1
844,1,1
845,1,5
846,1,0
847,1,4
848,1,5
849,1,1
850,1,5
851,1,1
852,2,1
853,1,5
854,1,5
855,2,5
856,5,3
857,1,5
858,1,3
859,1,5
860,1,0
861,1,1
862,2,5
863,1,5
864,1,1
865,1,5
866,1,5
867,1,4
868,1,5
869,1,1
870,5,1
871,1,0
872,1,1
873,5,4
874,1,1
875,1,5
876,1,5
877,1,1
878,5,4
879,1,1
880,5,1
881,1,0
882,1,3
883,2,2
884,1,5
885,1,0
886,2,5
887,1,3
888,1,2
889,2,1
890,1,5
891,1,1
892,1,5
893,1,1
894,1,5
895,1,2
896,2,1
897,1,4
898,1,1
899,1,0
900,1,1
901,1,5
902,1,1
903,1,5
904,1,5
905,1,2
906,5,5
907,2,1
908,1,5
909,1,4
910,1,4
911,1,1
912,5,2
913,1,0
914,1,5
915,2,5
916,1,5
917,2,1
918,1,5
919,2,1
920,5,1
921,1,5
922,1,5
923,1,2
924,1,5
925,1,1
926,1,0
927,1,0
928,1,5
929,2,5
930,1,1
931,2,5
932,5,1
933,1,0
934,5,0
935,1,5
936,1,4
937,1,1
938,1,5
939,1,5
940,1,0
941,1,5
942,5,1
943,1,5
944,1,5
945,1,0
946,1,1
947,1,5
948,5,5
949,1,5
950,2,0
951,1,5
952,5,4
953,5,0
954,5,1
955,1,3
956,2,1
957,1,4
958,1,4
959,1,4
960,1,3
961,1,5
962,1,4
963,1,1
964,1,1
965,1,4
966,1,2
967,1,4
968,2,4
969,1,1
970,1,5
971,1,4
972,1,5
973,2,1
974,2,2
975,1,5
976,1,5
977,1,1
978,1,5
979,1,5
980,1,4
981,1,5
982,1,5
983,1,3
984,1,5
985,2,5
986,1,4
987,1,5
988,1,4
989,1,2
990,1,5
991,1,5
992,1,5
993,1,5
994,1,5
995,1,5
996,1,5
997,1,2
998,1,1
999,1,5
1000,1,1
1001,1,3
1002,1,1
1003,1,4
1004,1,2
1005,1,5
1006,1,5
1007,1,1
1008,1,5
1009,1,5
1010,2,1
1011,1,5
1012,1,4
1013,1,5
1014,1,4
1015,1,1
1016,1,4
1017,1,1
1018,5,1
1019,2,1
1020,1,5
1021,5,3
1022,2,5
1023,2,5
1024,1,0
1025,1,5
1026,1,4
1027,1,1
1028,1,1
1029,5,0
1030,5,5
1031,1,0
1032,1,5
1033,2,5
1034,1,5
1035,5,5
1036,1,0
1037,1,1
1038,1,4
1039,1,3
1040,5,3
1041,1,4
1042,1,1
1043,1,2
1044,1,2
1045,2,5
1046,1,5
1047,1,5
1048,1,4
1049,5,1
1050,1,5
1051,1,5
1052,2,1
1053,1,5
1054,2,1
1055,1,1
1056,5,4
1057,1,0
1058,2,1
1059,1,5
1060,1,4
1061,1,4
1062,1,5
1063,1,5
1064,1,5
1065,1,1
1066,1,1
1067,2,1
1068,1,0
1069,2,3
1070,1,5
1071,1,1
1072,1,5
1073,1,5
1074,5,4
1075,1,5
1076,2,1
1077,1,2
1078,2,0
1079,1,5
1080,1,5
1081,1,5
1082,1,5
1083,5,0
1084,2,5
1085,1,4
1086,1,4
1087,1,1
1088,1,5
1089,1,1
1090,1,5
1091,1,1
1092,1,2
1093,1,5
1094,1,0
1095,1,5
1096,1,4
1097,1,1
1098,1,5
1099,1,5
1100,1,5
1101,1,1
1102,1,4
1103,1,1
1104,1,5
1105,2,1
1106,5,5
1107,1,5
1108,5,0
1109,5,0
1110,1,5
1111,1,5
1112,5,1
1113,1,3
1114,1,5
1115,1,1
1116,2,5
1117,1,4
1118,5,5
1119,2,4
1120,1,1
1121,1,0
1122,1,5
1123,1,0
1124,2,0
1125,2,4
1126,1,3
1127,1,1
1128,1,4
1129,5,0
1130,1,5
1131,1,1
1132,1,1
1133,2,5
1134,5,4
1135,1,1
1136,1,0
1137,1,3
1138,1,5
1139,1,5
1140,1,1
1141,1,1
1142,5,5
1143,1,0
1144,5,5
1145,1,5
1146,1,4
1147,1,4
1148,1,1
1149,1,1
1150,1,3
1151,2,5
1152,1,5
1153,1,5
1154,2,4
1155,1,1
1156,1,5
1157,1,5
1158,2,1
1159,1,1
1160,2,0
1161,1,5
1162,1,5
1163,1,5
1164,2,2
1165,1,5
1166,2,5
1167,5,1
1168,5,5
1169,2,1
1170,1,5
1171,1,0
1172,5,5
1173,1,4
1174,1,1
1175,1,1
1176,1,5
1177,1,1
1178,1,4
1179,1,1
1180,2,2
1181,1,5
1182,1,1
1183,1,5
1184,1,5
1185,1,1
1186,1,5
1187,1,1
1188,1,0
1189,1,5
1190,1,4
1191,1,5
1192,5,5
1193,1,4
1194,1,2
1195,1,1
1196,2,1
1197,2,2
1198,1,5
1199,5,4
1200,1,4
1201,1,1
1202,1,5
1203,1,4
1204,1,5
1205,1,5
1206,1,5
1207,1,1
1208,5,5
1209,1,5
1210,1,5
1211,5,5
1212,1,5
1213,1,0
1214,1,5
1215,1,5
1216,2,2
1217,2,5
1218,1,0
1219,1,5
1220,1,1
1221,1,1
1222,1,1
1223,1,0
1224,1,5
1225,1,1
1226,1,1
1227,1,5
1228,1,2
1229,1,5
1230,1,2
1231,1,1
1232,1,4
1233,1,1
1234,5,0
1235,1,5
1236,1,5
1237,1,3
1238,1,1
1239,5,5
1240,1,4
1241,1,5
1242,1,4
1243,1,0
1244,1,5
1245,1,1
1246,1,1
1247,5,1
1248,2,2
1249,1,5
1250,1,0
1251,1,0
1252,1,1
1253,2,1
1254,1,5
1255,1,5
1256,1,0
1257,1,1
1258,5,4
1259,1,5
1260,2,1
1261,1,5
1262,2,1
1263,1,5
1264,1,5
1265,1,1
1266,1,1
1267,5,5
1268,1,4
1269,1,5
1270,1,1
1271,1,5
1272,2,1
1273,1,4
1274,1,1
1275,2,5
